Status,Genus,Species,Body,Brain
Extant,Eulemur,collaris,7.80586574681686,3.15700042115011
Extant,Eulemur,rufus,7.70526247486633,3.23474917402449
Extant,Hapalemur,griseus,6.56385552653213,2.64546532591059
Extant,Hapalemur,alaotrensis,7.12286665859908,2.62466859216316
Extant,Lemur,catta,7.7007477945118,3.13113691056019
Extant,Prolemur,simus,7.67322312112171,3.30100865440672
Extant,Varecia,variegata,8.18172045512811,3.46947888907856
Extant,Varecia,rubra,8.15190987294091,3.43656452549945
Fossil,Megaladapis,edwardsi,11.3850920934603,4.91998092582813
Extant,Daubentonia,madagascariensis,7.8458075026378,3.80332358850481
Extant,Euoticus,elegantulus,5.61312810638807,1.71018781553424
Extant,Euoticus,pallidus,5.7037824746562,1.6467336971778
Extant,Galago,moholi,4.99721227376411,1.31103187661934
Extant,Galago,senegalensis,5.26785815906333,1.37624402526639
Extant,Galago,matschiei,5.34710753071747,1.53039470509365
Extant,Galagoides,demidovii,4.31748811353631,0.974559639998131
Extant,Galagoides,zanzibaricus,4.96284463025991,1.25561603747777
Extant,Otolemur,crassicaudatus,6.74523634948436,2.33214389523559
Extant,Otolemur,garnettii,6.63856778916652,2.4423470353692
Extant,Perodicticus,potto,6.72743172485086,2.51930807650533
Extant,Arctocebus,calabarensis,5.73334127689775,1.93441576962958
Extant,Arctocebus,aureus,5.34710753071747,1.77155676191054
Fossil,Mioeuoticus,shipmani,7.15461535691366,2.07442899985629
Extant,Loris,tardigradus,5.26269018890489,1.76985463384001
Extant,Loris,lydekkerianus,5.58724865840025,1.84687876844913
Extant,Nycticebus,pygmaeus,5.7268477475872,1.97823903617067
Extant,Nycticebus,bengalensis,6.96602418710611,2.60194867021966
Extant,Nycticebus,coucang,6.48157712927643,2.31550131826059
Fossil,Adapis,parisiensis,7.7621706071382,2.19277022698684
Fossil,Leptadapis,magnus,9.15904707758863,3.07731226054641
Fossil,Smilodectes,gracilis,7.58069975222456,2.26799364822443
Fossil,Notharctus,tenebrosus,7.59588991771854,2.35707327827812
Fossil,Pronycticebus,gaudryi,7.1066061377273,1.59736533119983
Extant,Chiropotes,chiropotes,7.91571319938212,4.04375277610604
Extant,Chiropotes,albinasus,7.95384544839114,4.05421677113132
Extant,Cacajao,calvus,8.05990833457828,4.33073334028633
Extant,Cacajao,melanocephalus,7.9844627322622,4.23076760333174
Extant,Pithecia,pithecia,7.4730690880322,3.47382807269706
Extant,Callicebus,caligatus,6.77992190747225,2.84781214347737
Extant,Callicebus,moloch,6.77422388635761,2.86391369893314
Extant,Callicebus,cupreus,6.97541392745595,2.86960199640978
Extant,Alouatta,pigra,9.09549053029724,3.93437140909191
Extant,Alouatta,palliata,8.74033674273045,3.90962012081184
Extant,Alouatta,seniculus,8.69114649853968,4.01132520650201
Extant,Alouatta,caraya,8.59100111856096,3.96328629936569
Extant,Alouatta,belzebul,8.76327171401294,3.96726847965412
Extant,Alouatta,guariba,8.55159461813357,3.94545778151438
Extant,Brachyteles,arachnoides,9.08704215563169,4.75977790421453
Extant,Lagothrix,lagotricha,8.87486763568805,4.56954300834494
Extant,Lagothrix,cana,9.01371703047137,4.5985483096792
Extant,Ateles,paniscus,9.02159824737931,4.64294755032212
Extant,Ateles,fusciceps,9.10775378320108,4.73830149859127
Extant,Ateles,geoffroyi,8.9273141110606,4.65481712587751
Extant,Ateles,belzebuth,9.00785692335828,4.76234486036009
Extant,Ateles,hybridus,8.96979630598181,4.63521430733647
Extant,Cebus,apella,7.98480338973441,4.19915492657445
Extant,Cebus,nigritus,7.91242312147371,4.20573685011165
Extant,Cebus,xanthosternos,7.79975331828725,4.19101744948236
Extant,Cebus,olivaceus,7.98309894071089,4.24620691153135
Extant,Cebus,albifrons,7.91388671485608,4.18128649235591
Extant,Cebus,capucinus,7.95892649305011,4.28950007699614
Extant,Saimiri,sciureus,6.68336094576627,3.18387021566939
Extant,Saimiri,oerstedii,6.67076632084587,3.2216719121702
Extant,Aotus,lemurinus,6.59850902861452,2.79116510781272
Extant,Aotus,trivirgatus,6.89669433162271,2.82435065679837
Extant,Aotus,azarae,7.09423484592476,3.02868337369368
Extant,Aotus,nancymaae,6.6682282484174,2.88424189752063
Extant,Saguinus,fuscicollis,5.99396142730657,2.07191327525904
Extant,Saguinus,nigricollis,6.16541785423142,2.18605127673809
Extant,Saguinus,leucopus,6.26339826259162,2.27212588550934
Extant,Saguinus,mystax,6.36990098282823,2.40604380136228
Extant,Saguinus,labiatus,6.25382881157547,2.30358459332713
Extant,Saguinus,oedipus,6.06610809010375,2.278292400425
Extant,Saguinus,geoffroyi,6.24804287450843,2.31648799816304
Extant,Saguinus,niger,5.92692602597041,2.24918431626693
Extant,Saguinus,midas,6.33327962813969,2.28033948404673
Extant,Callimico,goeldii,6.18208490671663,2.43624147780672
Extant,Callithrix,penicillata,5.79301360838414,1.99061032797322
Extant,Callithrix,jacchus,5.76832099579377,1.97962120639763
Extant,Callithrix,kuhlii,5.92246274700974,2.07568449280212
Extant,Cebuella,pygmaea,4.75359019110636,1.45861502269952
Extant,Leontopithecus,rosalia,6.4118182677099,2.55178617862755
Extant,Leontopithecus,chrysomelas,6.48463523563525,2.47148362945586
Fossil,Chilecebus,carrascoenis,6.36647044773144,2.03077636969855
Extant,Homo,sapiens,11.0821425488778,7.1929342212158
Fossil,Homo,neanderthalensis,11.230562553996,7.2868764117507
Fossil,Homo,heidelbergensis,11.1433100097558,7.01961860546084
Fossil,Homo,erectus,10.8395809117065,6.85775588398772
Fossil,Homo,ergaster,10.8197782844103,6.68713354521144
Fossil,Australopithecus,sediba,10.1924188443883,6.04025471127741
Fossil,Homo,habilis,10.3920675673548,6.25845272019861
Fossil,Paranthropus,boisei,10.4716382429214,6.18647607784343
Fossil,Paranthropus,robustus,10.312280450737,6.27287700654617
Fossil,Australopithecus,africanus,10.3254819625955,6.07292932009025
Fossil,Australopithecus,afarensis,10.5738777459735,6.0282785202307
Extant,Pan,paniscus,10.5738777459735,5.83273255574711
Extant,Pan,troglodytes,10.7136841663987,5.90903357312882
Extant,Gorilla,beringei,11.7752897294377,6.19699387482293
Extant,Gorilla,gorilla,11.7031325160382,6.19524177593123
Extant,Pongo,abelii,10.9464109353436,5.9648638653108
Extant,Pongo,pygmaeus,10.953434669223,5.93325263735957
Fossil,Oreopithecus,bambolii,10.3089526606443,5.94819163487452
Extant,Symphalangus,syndactylus,9.3321154289021,4.81624115606803
Extant,Nomascus,gabriellae,8.90449432889673,4.7823116827405
Extant,Nomascus,leucogenys,8.7826296549207,4.80377511285515
Extant,Hylobates,klossii,8.66475075577385,4.47722317165747
Extant,Hylobates,lar,8.62962862074603,4.62369749060197
Extant,Hylobates,muelleri,8.66922734727174,4.44417949989597
Extant,Hylobates,agilis,8.6741969402259,4.51261620437748
Extant,Hylobates,pileatus,8.60703389541603,4.43899753093351
Fossil,Ekembo,heseloni,9.61580548008435,5.08407161216944
Extant,Cercopithecus,hamlyni,8.39502555744203,4.18813844150846
Extant,Cercopithecus,mona,8.22121009392507,4.12455040427917
Extant,Cercopithecus,campbelli,8.1886891244442,4.04987007212027
Extant,Cercopithecus,pogonias,8.18311807939475,4.08698420781581
Extant,Cercopithecus,neglectus,8.60337088765729,4.18920009323478
Extant,Cercopithecus,diana,8.422882511945,4.13692500975722
Extant,Cercopithecus,ascanius,8.21986474191265,4.08731994728514
Extant,Cercopithecus,cephus,8.18451375303372,4.17837929116517
Extant,Cercopithecus,petaurista,8.19118600464279,4.00878667386045
Extant,Cercopithecus,nictitans,8.60611940061064,4.26450918874542
Extant,Cercopithecus,mitis,8.71751837264977,4.26731699628995
Extant,Miopithecus,ogouensis,7.46737106691756,3.62033291157883
Extant,Miopithecus,talapoin,7.09007683577609,3.68887945411394
Extant,Erythrocebus,patas,9.15377002048779,4.58220857435074
Extant,Cercopithecus,lhoesti,8.45744318701046,4.30676415017333
Extant,Chlorocebus,sabaeus,8.36915711258883,4.17300169504538
Extant,Chlorocebus,pygerythrus,8.3719361787591,4.13644573824074
Extant,Chlorocebus,aethiops,8.22147894726719,4.17438726989564
Extant,Allenopithecus,nigroviridis,8.44569718971117,4.06078777869326
Extant,Cercocebus,atys,9.0595174822416,4.55050278464578
Extant,Cercocebus,torquatus,8.92065629685373,4.66334475003916
Extant,Cercocebus,galeritus,8.91395385889425,4.59582667098494
Extant,Cercocebus,agilis,8.93326847863642,4.75729023404892
Extant,Mandrillus,leucophaeus,9.61580548008435,4.99721227376411
Extant,Mandrillus,sphinx,10.0690019910137,5.03617307788409
Fossil,Procercocebus,antiquus,9.71111565988867,4.89034912822175
Extant,Papio,cynocephalus,9.74975345259409,5.09491516614284
Extant,Papio,anubis,9.806425839693,5.12050562523191
Extant,Papio,ursinus,10.0123419574482,5.18178355029209
Extant,Papio,hamadryas,9.55746990307138,4.9847703279012
Extant,Lophocebus,aterrimus,8.8246778911642,4.62094510510345
Extant,Lophocebus,albigena,8.84649693855884,4.54297558239497
Extant,Theropithecus,gelada,9.63887075301534,4.89282725812737
Fossil,Theropithecus,oswaldi,10.3508940284325,5.07604843264449
Fossil,Theropithecus,brumpti,10.3577428248137,5.23110861685459
Fossil,Theropithecus,baringensis,10.1658518170036,4.85981240436167
Fossil,Papio,izodi,9.76995615991161,4.77068462446567
Fossil,Parapapio,broomi,9.7981270368783,5.09067800176979
Fossil,Parapapio,jonesi,9.71111565988867,4.7361984483945
Fossil,Parapapio,whitei,10.0212705881925,5.01063529409626
Extant,Macaca,sylvanus,9.39914089486785,4.53474772169155
Extant,Macaca,arctoides,9.23989917421773,4.61214579972452
Extant,Macaca,radiata,8.53385363230935,4.31575327624259
Extant,Macaca,sinica,8.39840965542627,4.24420031776648
Extant,Macaca,assamensis,9.11602969250494,4.5049077640497
Extant,Macaca,tonkeana,9.00393101965314,4.54009818924438
Extant,Macaca,maura,8.62432054529575,4.47015197431
Extant,Macaca,nigra,8.94637482614172,4.55282370561588
Extant,Macaca,silenus,8.9226582995244,4.44265125649032
Extant,Macaca,nemestrina,9.08489052125877,4.65956366981842
Extant,Macaca,leonina,8.63799389156194,4.4496852831477
Extant,Macaca,fascicularis,8.35490952835879,4.15857053452137
Extant,Macaca,mulatta,8.8236479491913,4.4884116253779
Extant,Macaca,fuscata,9.16062477973025,4.63395198741354
Extant,Macaca,cyclopis,8.60703389541603,4.40671924726425
Fossil,Paradoliochopithecus,avernensis,10.1464337311465,5.01063529409626
Extant,Semnopithecus,entellus,9.59845584174923,4.70889937175057
Extant,Trachypithecus,geei,9.22522898446993,4.39814601655377
Extant,Trachypithecus,pileatus,9.37534620656045,4.64092335569391
Extant,Trachypithecus,johnii,9.35876037709446,4.43793426661218
Extant,Trachypithecus,vetulus,8.73825457652612,4.11561669749764
Extant,Trachypithecus,cristatus,8.76311532961979,4.05802629954799
Extant,Trachypithecus,phayrei,8.91931939825889,4.28826525485941
Extant,Trachypithecus,obscurus,8.86163359768663,4.12906799828049
Extant,Rhinopithecus,bieti,9.11602969250494,4.74240720429318
Extant,Rhinopithecus,roxellana,9.59899836176797,4.76864865498057
Extant,Pygathrix,nemaeus,9.18194089745448,4.51535488166573
Extant,Nasalis,larvatus,9.5861020007109,4.52504414150881
Extant,Simias,concolor,8.98406692765304,4.0676582969596
Extant,Presbytis,comata,8.80911625812527,4.38576962095272
Extant,Presbytis,rubicunda,8.74289347151214,4.26296152751494
Extant,Presbytis,melalophos,8.78874588193814,4.17207691076245
Extant,Presbytis,thomasi,8.81433042263877,4.28950007699614
Extant,Presbytis,femoralis,8.83171191782158,4.300545392806
Extant,Presbytis,chrysomelas,8.81269461292015,4.27819273092867
Extant,Presbytis,frontata,8.63319686717254,4.39469603777454
Fossil,Mesopithecus,pentelicus,9.30565055178051,4.28358656186063
Extant,Colobus,guereza,9.05823759376623,4.30932152420325
Extant,Colobus,polykomos,9.11602969250494,4.30176515307107
Extant,Colobus,vellerosus,8.96443983353936,4.29141788580313
Extant,Colobus,angolensis,9.06242024189956,4.3528552573736
Extant,Colobus,satanas,9.09492952046486,4.31615389052317
Extant,Procolobus,verus,8.40065937516029,3.96271611974366
Fossil,Cercopithecoides,williamsi,9.7981270368783,5.04773838204776
Fossil,Victoriapithecus,macinnesi,8.41183267575841,3.97499780458953
Fossil,Aegyptopithecus,zeuxis,8.81135422996573,3.53193320365121
Fossil,Catopithecus,browni,6.80239476332431,1.16938135955632
Fossil,Parapithecus,grangeri,7.49554194388426,2.44755086324423
Extant,Tarsius,bancanus,4.83628190695148,1.15057202759882
Extant,Tarsius,syrichta,4.83628190695148,1.21194097397511
Fossil,Necrolemur,antiquus,5.4510384535657,1.36863942588117
Fossil,Microchoerus,erinaceus,6.3919171133926,1.44926916028128
Fossil,Tetonius,homunculus,4.30406509320417,0.457424847038875
Fossil,Rooneyia,viejaensis,6.66185474054531,2.02287119019144
Fossil,Plesiadapis,tricuspidens,8.67488046725183,1.64865862558738
Extant,Cynocephalus,volans,6.69703424766648,1.82454929205105
Extant,Xerus,erythropus,6.21939661515399,1.89311196348834
Extant,Xerus,rutilus,6.04025471127741,1.62531126159039
Extant,Spermophilopsis,leptodactylus,6.20455776256869,1.8213182714696
Extant,Marmota,monax,6.83000993035728,1.92570744173779
Extant,Marmota,himalayana,8.79482492801452,2.72981169288372
Extant,Marmota,flaviventris,7.9373746961633,2.39425228151987
Extant,Marmota,olympus,8.74830332507678,2.64191039859766
Extant,Spermophilus,lateralis,5.37989735354046,0.982078472412158
Extant,Spermophilus,beecheyi,6.35088571671474,1.63315443905142
Extant,Spermophilus,franklinii,5.95324333428778,1.34025042261848
Extant,Spermophilus,tridecemlineatus,4.98360662170834,0.85015092936961
Extant,Spermophilus,columbianus,6.22653666928747,1.31640823365572
Extant,Spermophilus,parryii,6.1779441140506,1.62531126159039
Extant,Spermophilus,richardsonii,5.8805329864007,0.982078472412158
Extant,Spermophilus,townsendii,5.23644196282995,0.72270598280149
Extant,Spermophilus,beldingi,5.41610040220442,1.18784342239605
Extant,Spermophilus,undulatus,6.52209279817015,1.57691472072854
Extant,Spermophilus,citellus,5.98133845080897,0.978326122793608
Extant,Cynomys,ludovicianus,6.65415252018322,1.98787434815435
Extant,Cynomys,gunnisoni,6.6799759992634,1.64093657949347
Extant,Cynomys,leucurus,6.82979373751242,1.7404661748405
Extant,Ammospermophilus,leucurus,4.66202299758087,0.845868267577609
Extant,Ammospermophilus,harrisii,4.80402104473326,0.806475865866949
Extant,Tamias,striatus,4.70953020131233,0.774727167552368
Extant,Tamias,dorsalis,4.13868037604215,0.683096844706444
Extant,Tamias,cinereicollis,4.12228393091134,0.60431596685333
Extant,Tamias,quadrivittatus,3.91202300542815,0.53062825106217
Extant,Tamias,panamintinus,3.85651029549789,0.60431596685333
Extant,Tamias,speciosus,4.0943445622221,0.62057648772511
Extant,Tamias,quadrimaculatus,4.36437169943516,0.770108221696074
Extant,Tamias,minimus,3.71357206670431,0.470003629245736
Extant,Paraxerus,cepapi,4.99043258677874,1.04731899428056
Extant,Funisciurus,carruthersi,5.59098698051086,1.49962304642689
Extant,Funisciurus,anerythrus,5.38449506278909,1.42069578783722
Extant,Heliosciurus,ruwenzorii,5.67332326717149,1.54115907168081
Extant,Petaurista,elegans,6.82871207164168,2.04898233419513
Extant,Petaurista,petaurista,7.16626597413364,2.46214966266538
Extant,Pteromyscus,pulverulentus,5.41387570718231,1.26694760348732
Extant,Aeromys,tephromelas,7.02997291170639,2.33601986908028
Extant,Pteromys,volans,4.08142817028887,0.667829372575655
Extant,Hylopetes,spadiceus,4.8283137373023,0.625938430866495
Extant,Glaucomys,volans,4.09767235231478,0.587786664902119
Extant,Tamiasciurus,hudsonicus,5.30578938138674,1.30019166206648
Extant,Sciurus,niger,6.66695679242921,2.03992078351755
Extant,Sciurus,granatensis,5.52146091786225,1.77664583141801
Extant,Sciurus,anomalus,5.54517744447956,1.71559810826249
Extant,Sciurus,aureogaster,6.45362499889269,2.05540496385159
Extant,Sciurus,vulgaris,5.66642668811243,1.74919985480926
Extant,Ratufa,bicolor,7.62559507213245,2.39880395073459
Extant,Ratufa,affinis,6.89010034374342,2.287471455184
Extant,Ratufa,indica,6.96602418710611,2.82375700881418
Extant,Funambulus,pennantii,4.53152364581979,0.741937344729377
Extant,Rhinosciurus,laticaudatus,5.52146091786225,1.45395300959371
Extant,Dremomys,rufigenis,5.29831736654804,1.68824909285839
Extant,Callosciurus,caniceps,5.52146091786225,1.79508725932073
Extant,Callosciurus,notatus,5.24702407216049,1.59127394180643
Extant,Lariscus,insignis,5.29831736654804,1.4747630091075
Extant,Callosciurus,prevostii,5.99146454710798,1.87487437593856
Extant,Aplodontia,rufa,7.00306545878646,1.95160817016995
Extant,Glis,glis,4.99721227376411,0.641853886172395
Extant,Hoplomys,gymnurus,6.08427159669419,1.41827740697294
Extant,Spalacopus,cyanus,4.34380542185368,0.457424847038875
Extant,Octodon,degus,5.34710753071747,0.732367893713227
Extant,Dinomys,branickii,9.43348392329039,3.29398329735501
Extant,Cavia,aperea,5.91620206260743,1.08856195281461
Extant,Dasyprocta,azarae,7.99860753633878,2.9041650800285
Extant,Dasyprocta,punctata,8.06211758275474,3.11218108619724
Extant,Myoprocta,acouchy,7.13089883029635,2.39151130218845
Extant,Cuniculus,paca,8.1961611392829,3.62434093297637
Extant,Erethizon,dorsatum,8.21630429147717,2.83907846350861
Extant,Thryonomys,swinderianus,8.18311807939475,2.58625914404829
Extant,Thryonomys,gregorianus,8.1605182474775,2.41323161308111
Extant,Heterocephalus,glaber,3.14845336057165,-0.941608539858445
Extant,Heliophobius,argenteocinereus,4.47733681447821,0.357674444271816
Extant,Bathyergus,suillus,6.58340922215876,1.32175583998232
Extant,Atherurus,africanus,8.06463647577422,2.9704144655697
Extant,Hystrix,cristata,9.61580548008435,3.47815842279828
Extant,Massoutiera,mzabi,5.20948615284142,0.841567185678219
Extant,Felovia,vae,5.2257466737132,0.837247524533702
Extant,Meriones,unguiculatus,3.93963817246112,0.122217632724249
Extant,Psammomys,obesus,4.23555473077362,0.262364264467491
Extant,Tatera,indica,4.85203026391962,0.609765571620894
Extant,Gerbillurus,paeba,3.23474917402449,-0.174353387144778
Extant,Gerbilliscus,brantsii,4.38014987466102,0.444685821261446
Extant,Desmodillus,auricularis,3.95699637107088,-0.0512932943875506
Extant,Deomys,ferrugineus,3.94739014926544,0.165514438477573
Extant,Lophuromys,sikapusi,3.97217692824789,0.122217632724249
Extant,Lophuromys,flavopunctatus,4.00733318523247,0.00995033085316809
Extant,Acomys,cahirinus,3.43398720448515,-0.430782916092454
Extant,Acomys,wilsoni,2.91777073208428,-0.544727175441672
Extant,Uranomys,ruddi,3.40119738166216,-0.261364764134408
Extant,Maxomys,whiteheadi,3.95028171754524,0.0295588022415444
Extant,Maxomys,surifer,5.15617759938691,0.683096844706444
Extant,Nesokia,indica,5.18178355029209,0.683096844706444
Extant,Rattus,fuscipes,4.90527477843843,0.488580014818671
Extant,Rattus,tunneyi,4.33073334028633,0.343589704390077
Extant,Rattus,sordidus,4.8283137373023,0.53062825106217
Extant,Rattus,lutreolus,4.8283137373023,0.494696241836107
Extant,Rattus,exulans,3.85121086603139,-0.116533816255952
Extant,Rattus,rattus,5.00896723699556,0.357674444271816
Extant,Rattus,nitidus,4.97673374242057,0.53062825106217
Extant,Rattus,norvegicus,5.70711026474888,0.845868267577609
Extant,Sundamys,muelleri,5.7037824746562,1.06125650212434
Extant,Berylmys,bowersi,5.88887795833288,1.39624469197306
Extant,Niviventer,cremoriventer,4.19418989719182,0.27763173659828
Extant,Leopoldamys,edwardsi,5.85793315448346,1.43983512804792
Extant,Leopoldamys,sabanus,5.62401750618734,1.22082992139236
Extant,Micromys,minutus,1.85629799036563,-1.23787435600162
Extant,Pogonomys,macrourus,4.04305126783455,0.371563556432483
Extant,Pogonomys,sylvestris,3.68887945411394,0.122217632724249
Extant,Conilurus,penicillatus,5.01063529409626,0.647103242058538
Extant,Mesembriomys,gouldii,6.361302477573,1.52388002407245
Extant,Melomys,cervinipes,4.17592454921452,0.27002713721306
Extant,Melomys,rufescens,4.09600984154116,0.254642218373581
Extant,Notomys,alexis,3.55534806148941,-0.0408219945202552
Extant,Notomys,mitchellii,3.95124371858143,-0.0304592074847086
Extant,Notomys,cervinus,3.55534806148941,0.0295588022415444
Extant,Pseudomys,australis,4.17438726989564,0.148420005118273
Extant,Pseudomys,hermannsburgensis,2.66722820658195,-0.713349887877465
Extant,Pseudomys,delicatulus,2.24070968927596,-0.891598119283784
Extant,Pseudomys,higginsi,4.14709512760763,0.27763173659828
Extant,Hydromys,chrysogaster,5.73657229747919,1.4655675420144
Extant,Chiropodomys,gliroides,3.23080439573347,-0.356674943938732
Extant,Golunda,ellioti,4.39197696552705,-0.116533816255952
Extant,Oenomys,hypoxanthus,4.40671924726425,0.173953307123438
Extant,Thamnomys,venustus,4.17438726989564,0.122217632724249
Extant,Dasymys,incomtus,4.85203026391962,0.314810739840034
Extant,Rhabdomys,pumilio,3.78418963391826,-0.371063681390832
Extant,Arvicanthis,niloticus,4.48863636973214,0.285178942233662
Extant,Lemniscomys,striatus,3.85014760171006,-0.162518929497775
Extant,Aethomys,chrysophilus,4.21950770517611,0.22314355131421
Extant,Thallomys,paedulcus,4.39444915467244,-0.198450938723838
Extant,Grammomys,dolichurus,3.37587957367787,-0.174353387144778
Extant,Hybomys,univittatus,4.00186370942794,0.0676586484738149
Extant,Otomys,irroratus,4.77068462446567,0.322083499169113
Extant,Otomys,angoniensis,4.53528405852393,0.350656871613169
Extant,Mus,musculus,3.48737507790321,-0.798507696217772
Extant,Mus,booduga,2.21375387928743,-1.17118298150295
Extant,Mus,musculoides,2.16561923792089,-0.994252273343867
Extant,Mus,minutoides,1.70474809223843,-1.30933331998376
Extant,Malacomys,edwardsi,4.24706564923976,0.165514438477573
Extant,Malacomys,longipes,4.28013232699254,0.364643113587909
Extant,Apodemus,sylvaticus,3.13549421592915,-0.544727175441672
Extant,Apodemus,flavicollis,3.46573590279973,-0.356674943938732
Extant,Mastomys,natalensis,4.17438726989564,-0.261364764134408
Extant,Praomys,tullbergi,3.69137633431252,-0.150822889734584
Extant,Tscherskia,triton,4.29592393562047,0.254642218373581
Extant,Cricetus,cricetus,5.35185813347607,0.900161349944271
Extant,Mesocricetus,auratus,4.87213921684233,-0.198450938723838
Extant,Ondatra,zibethicus,7.14282740116162,1.89160480419777
Extant,Neofiber,alleni,5.60027209828654,1.00063188030791
Extant,Lemmus,trimucronatus,4.24849524204936,-0.105360515657826
Extant,Lemmus,lemmus,4.23265617801961,-0.150822889734584
Extant,Myopus,schisticolor,3.29583686600433,-0.579818495252942
Extant,Synaptomys,cooperi,3.34462703017376,-0.527632742082372
Extant,Dicrostonyx,torquatus,4.44265125649032,-0.174353387144778
Extant,Arvicola,amphibius,5.605802066296,0.494696241836107
Extant,Microtus,agrestis,3.43398720448515,-0.562118918153541
Extant,Microtus,guentheri,3.93182563272433,-0.371063681390832
Extant,Microtus,oregoni,2.92852352386054,-0.653926467406664
Extant,Microtus,townsendii,4.05871738457895,-0.127833371509885
Extant,Microtus,montanus,3.85862222870103,-0.371063681390832
Extant,Microtus,pennsylvanicus,3.66356164612965,-0.261364764134408
Extant,Microtus,pinetorum,3.05870707271538,-0.579818495252942
Extant,Microtus,longicaudus,3.84374416467485,-0.356674943938732
Extant,Microtus,ochrogaster,3.56953269648137,-0.342490308946776
Extant,Microtus,californicus,3.68887945411394,-0.2484613592985
Extant,Microtus,mexicanus,3.55534806148941,-0.616186139423817
Extant,Lagurus,lagurus,3.01062088604774,-0.867500567704723
Extant,Myodes,glareolus,3.08648663682246,-0.653926467406664
Extant,Myodes,gapperi,2.85070650150373,-0.579818495252942
Extant,Myodes,rutilus,3.13549421592915,-0.579818495252942
Extant,Myodes,rufocanus,3.61091791264422,-0.49429632181478
Extant,Ototylomys,phyllotis,4.14313472639153,0.285178942233662
Extant,Nyctomys,sumichrasti,3.84374416467485,0.0769610411361284
Extant,Sigmodon,hispidus,4.35670882668959,0.131028262406404
Extant,Oligoryzomys,longicaudatus,3.32503602069659,-0.400477566597125
Extant,Oryzomys,palustris,3.61091791264422,-0.127833371509885
Extant,Holochilus,sciureus,4.7211738617444,0.343589704390077
Extant,Phyllotis,darwini,3.93769075217672,-0.0618754037180875
Extant,Neotoma,fuscipes,5.25227342804663,0.978326122793608
Extant,Neotoma,cinerea,5.6021188208797,0.974559639998131
Extant,Neotoma,micropus,5.42934562895444,0.978326122793608
Extant,Neotoma,floridana,5.73334127689775,1.11185751541813
Extant,Neotoma,albigula,5.23644196282995,0.774727167552368
Extant,Neotoma,mexicana,5.31320597904179,0.688134638736401
Extant,Ochrotomys,nuttalli,3.02771531940704,-0.371063681390832
Extant,Scotinomys,teguina,2.36085400111802,-0.867500567704723
Extant,Scotinomys,xerampelinus,2.72129542785223,-0.653926467406664
Extant,Peromyscus,aztecus,3.68210656982651,-0.083381608939051
Extant,Peromyscus,guatemalensis,3.96707921117622,0.148420005118273
Extant,Peromyscus,grandis,4.34795265434013,0.425267735404344
Extant,Peromyscus,zarhynchus,4.43105486574124,0.262364264467491
Extant,Peromyscus,mexicanus,4.1026433650368,-0.0100503358535015
Extant,Peromyscus,melanophrys,3.79706098695846,-0.0618754037180875
Extant,Peromyscus,megalops,4.19268046294296,0.113328685307003
Extant,Peromyscus,furvus,4.02553024622174,0.0582689081239758
Extant,Podomys,floridanus,3.73766961828337,-0.0618754037180875
Extant,Peromyscus,boylii,3.34638914516716,-0.342490308946776
Extant,Peromyscus,pectoralis,3.27184770963431,-0.430782916092454
Extant,Peromyscus,difficilis,3.67503404729188,-0.105360515657826
Extant,Peromyscus,truei,3.2846635654062,-0.287682072451781
Extant,Peromyscus,eremicus,3.18841661738349,-0.616186139423817
Extant,Peromyscus,californicus,3.51452606696916,-0.0943106794712413
Extant,Peromyscus,crinitus,3.07269331469012,-0.63487827243597
Extant,Peromyscus,melanotis,3.67882911826043,-0.462035459596559
Extant,Peromyscus,polionotus,2.63905732961526,-0.867500567704723
Extant,Peromyscus,maniculatus,2.83321334405622,-0.7339691750802
Extant,Peromyscus,gossypinus,3.2188758248682,-0.385662480811985
Extant,Peromyscus,leucopus,3.04452243772342,-0.510825623765991
Extant,Osgoodomys,banderanus,3.82078452499387,-0.0618754037180875
Extant,Reithrodontomys,megalotis,2.17475172148416,-0.916290731874155
Extant,Isthmomys,pirrensis,4.92725368515721,0.536493370514568
Extant,Saccostomus,campestris,3.74242022104197,-0.198450938723838
Extant,Cricetomys,gambianus,5.4380793089232,0.936093359170335
Extant,Cricetomys,emini,7.17011954344963,1.71918877639322
Extant,Beamys,hindei,4.43793426661218,0.104360015324243
Extant,Mystromys,albicaudatus,4.35670882668959,0.3293037471426
Extant,Tachyoryctes,splendens,5.20948615284142,0.693147180559945
Extant,Napaeozapus,insignis,3.11129061418826,-0.7339691750802
Extant,Zapus,hudsonius,2.90142159408275,-0.843970070294529
Extant,Zapus,trinotatus,3.31418600467253,-0.616186139423817
Extant,Zapus,princeps,3.29583686600433,-0.653926467406664
Extant,Jaculus,jaculus,4.24849524204936,0.19062035960865
Extant,Pedetes,capensis,8.05721909780768,2.40604380136228
Extant,Thomomys,talpoides,4.50645421304893,0.0582689081239758
Extant,Zygogeomys,trichopus,6.30078579466324,1.33762918913861
Extant,Orthogeomys,hispidus,6.29545048626629,1.34547236659964
Extant,Orthogeomys,heterodus,6.44571981938558,1.42551507427317
Extant,Geomys,bursarius,5.25749537202778,0.444685821261446
Extant,Geomys,pinetis,5.74620319054015,0.883767540168595
Extant,Thomomys,bottae,5.22143632221208,0.392042087776024
Extant,Thomomys,bulbivorus,5.8406416573734,0.797507195884188
Extant,Microdipodops,megacephalus,2.61006979274201,-0.693147180559945
